"recipient_name","number_of_jobs","pop_latitude","pop_longitude","pop_state_cd"
"EXECUTIVE OFFICE OF THE STATE OF VERMONT",187.98,44.261721,-72.582051,"VT"
"GOODWILL INDUSTRIES INTERNATIONAL, INC.",186.26,39.11459541,-77.15536223,"MD"
"WASHINGTON RIVER PROTECTION SOLUTIONS LLC",185.7,46.245823,-119.281885,"WA"
"UNIVERSITY OF ALABAMA AT BIRMINGHAM",185.12,33.5068963,-86.80920751,"AL"
"CENTRAL METHODIST UNIVERSITY",185,39.14813298,-92.6849698,"MO"
"HAWAIIAN ROCK PRODUCTS CORPORATION",185,13.44356539,144.77559745,"GU"
"LOS ANGELES, CITY OF",184.87,34.051495,-118.26577199,"CA"
"WORKFORCE DEVELOPMENT, WISCONSIN DEPARTMENT OF",184.18,43.07608907,-89.3820494,"WI"
"SCRIPPS RESEARCH INSTITUTE, THE",183.35,32.89455399,-117.24132799,"CA"
"MASSACHUSETTS YOUTH SERVICE ALLIANCE INC",183.23,42.36606254,-71.05847306,"MA"
"STATE OF COLORADO, GOVERNOR'S ENERGY OFFICE",182.83,39.74135776,-104.98192288,"CO"
"MEYER CONTRACTING INC.",179.3,44.98573248,-93.16687343,"MN"
"DEVELOPMENTAL SERVICES, CONNECTICUT DEPARTMENT OF",178.74,41.76378012,-72.69130676,"CT"
"EDUCATION, DELAWARE DEPARTMENT OF",178.64,39.15797656,-75.52192285,"DE"
"COUNTY OF COBB",177.82,33.94163899,-84.53199644,"GA"
"CRIME & DELINQUENCY, PA COMMISSION ON",177.65,40.29742656,-76.90443262,"PA"
"KANSAS HOUSING RESOURCES CORP",177.59,39.05156255,-95.67340514,"KS"
"BOSTON HOUSING AUTHORITY",174.75,42.35353752,-71.0598107,"MA"
"PUBLIC SAFETY, MISSOURI DEPARTMENT OF",170.98,38.57887636,-92.17506511,"MO"
"TRANSPORTATION, INDIANA DEPARTMENT OF",170.88,41.672075,-85.960532,"IN"
"UNIVERSITY OF UTAH, THE",169.08,40.76788508,-111.83315719,"UT"
"TUSKEGEE UNIVERSITY",166,32.43021267,-85.70432532,"AL"
"PADUCAH REMEDIATION SERVICES, LLC",165,37.03448899,-88.825274,"KY"
"RL CAMPBELL MANAGEMENT SERVICES, INC.",165,30.422688,-86.70376099,"FL"
"IAP WORLDWIDE SERVICES, INC.",164.62,42.46579378,-71.27619049,"MA"
"MOUNT SINAI SCHOOL OF MEDICINE OF NEW YORK UNIVERSITY",164.29,40.79048753,-73.95384806,"NY"
"CAPITAL METROPOLITAN TRANSPORTATION AUTHORITY",163.43,30.25617235,-97.70938442,"TX"
"LOCAL AFFAIRS, COLORADO DEPARTMENT OF",162.81,39.73710397,-104.98548419,"CO"
"BAYLOR COLLEGE OF MEDICINE",162.56,29.71054468,-95.39580655,"TX"
"UCHICAGO ARGONNE, LLC",162.48,41.71304517,-87.96055942,"IL"
"SEVENSON ENVIRONMENTAL SERVICES, INC.",161.2,40.606034,-74.39845299,"NJ"
"FRESNO, CITY OF",160.82,36.74309906,-119.80836169,"CA"
"HUMAN RESOURCES, GEORGIA DEPARTMENT OF",160.62,33.75417531,-84.390641,"GA"
"PHILADELPHIA HOUSING AUTHORITY",160.36,39.95371803,-75.17794301,"PA"
"CALIFORNIA EMERGENCY MANAGEMENT AGENCY",160.22,38.57110068,-121.30482348,"CA"
"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",160.05,46.586497,-112.020151,"MT"
"TRANSPORTATION AND PUBLIC FACILITIES, ALASKA DEPARTMENT OF",158.88,60.87816,-161.409778,"AK"
"FOOD & AGRICULTURE, CALIFORNIA DEPARTMENT OF",157.57,38.57497907,-121.49238028,"CA"
"NATURAL RESOURCES, WISCONSIN DEPT OF",157.51,43.07528809,-89.38097189,"WI"
"SLM CORPORATION",157,38.95712344,-77.36122075,"VA"
"PENNSYLVANIA STATE UNIVERSITY, THE",156.56,40.81021,-77.86212899,"PA"
"MIAMI-DADE COUNTY",156.44,25.7807726,-80.1968572,"FL"
"ONESTAR NATIONAL SERVICE COMMISSION",156.18,30.270413,-97.74195499,"TX"
"GREATER PEORIA MASS TRANSIT DISTRICT",155,40.70820699,-89.56623699,"IL"
"TRUSTEES OF BOSTON UNIVERSITY",153.16,42.33655344,-71.07332153,"MA"
"PHILADELPHIA, CITY OF",153.05,39.953652,-75.153054,"PA"
"CRIME CONTROL AND PUBLIC SAFETY",152.83,35.811664,-78.709202,"NC"
"ALLIANCE FOR SUSTAINABLE ENERGY, LLC",152.54,39.74469425,-105.15179582,"CO"
"HIGHER EDUCATION ASSISTANCE AGENCY, PA",151.9,40.2719038,-76.88426083,"PA"
"UNIVERSITY OF CHICAGO, THE",151.35,41.78930599,-87.60120299,"IL"
"NATIONAL OPINION RESEARCH CENTER",151.32,41.88016139,-87.6256912,"IL"
"CCI GROUP, LLC",151.27,34.6446855,-86.69972121,"AL"
"OREGON HEALTH & SCIENCE UNIVERSITY",151.05,45.49919699,-122.68797999,"OR"
"RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA",150.81,38.035088,-78.515811,"VA"
"MISSISSIPPI DEPARTMENT OF EMPLOYMENT SECURITY",150.79,32.396328,-90.156199,"MS"
"ALBERTO LUNA CONSTRUCTION INC",150,35.260305,-116.687618,"CA"
"OREGON STATE BOARD OF EDUCATION",149.59,44.93948707,-123.02808889,"OR"
"HOUSING AUTHORITY OF NEW YORK CITY",148.37,40.71302368,-74.00730202,"NY"
"CHEYENNE RIVER SIOUX TRIBE",148.25,44.9962,-101.234794,"SD"
"NEIGHBORHOOD REINVESTMENT CORPORATION",148,38.89866604,-77.03089528,"DC"
"HEALTH AND ENVIRONMENTAL CONTROL, DEPARTMENT OF SOUTH CAROLI",147.99,34.02159595,-81.03708577,"SC"
"TRANSPORTATION, WISCONSIN DEPARTMENT OF",147.25,42.982418,-87.90192799,"WI"
"LAW ENFORCEMENT, FLORIDA DEPARTMENT OF",147.06,30.460745,-84.24601099,"FL"
"CRIMINAL JUSTICE COMMISSION, ARIZONA",146.8,33.44821499,-112.087584,"AZ"
"GENERAL MOTORS LLC",146.79,42.32988372,-83.04114892,"MI"
"UNIVERSITY OF IOWA, THE",146.18,41.662884,-91.543338,"IA"
"RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE",146.16,42.999792,-78.788452,"NY"
"UNIVERSITY OF MIAMI",146.14,25.788606,-80.21107499,"FL"
"ENVIRONMENTAL QUALITY, UTAH DEPARTMENT OF",146.04,40.777574,-111.887792,"UT"
"UNIVERSITY OF ARIZONA",145.89,32.235909,-110.940574,"AZ"
"GROOMS & CO. CONSTRUCTION, INC.",145,41.02206199,-92.42141699,"IA"
"CHILDREN AND FAMILIES, WISCONSIN DEPARTMENT OF",144.75,43.07608907,-89.3820494,"WI"
"ARCHER WESTERN CONTRACTORS, LTD",144,33.39620839,-112.25431932,"AZ"
"SENATE BUILDERS AND CONSTRUCTION MANAGERS, INC.",144,40.427963,-76.568774,"PA"
"THE ENVIRONMENT MARYLAND DEPARTMENT OF",143.62,39.27485245,-76.64310762,"MD"
"OHIO STATE UNIVERSITY RESEARCH FOUNDATION",143.55,39.99980499,-83.034641,"OH"
"PUBLIC SAFETY MINNESOTA DEPARTMENT OF",143.45,44.94855822,-93.0941537,"MN"
"JACOBS TECHNOLOGY INC.",143.1,30.40741637,-89.63431584,"MS"
"GILA RIVER INDIAN COMMUNITY",142.92,33.081512,-111.74639,"AZ"
"ASRC AEROSPACE CORP",142.68,28.545482,-80.795123,"FL"
"KANSAS CITY, MISSOURI, CITY OF",142.36,39.09980742,-94.5783636,"MO"
"COLORADO WATER RES & POWER DEV AUTHORITY",142.25,39.74135776,-104.98192288,"CO"
"ENVIRONMENTAL CONSERVATION, NEW YORK DEPARTMENT OF",142.23,42.65233727,-73.7486037,"NY"
"ENERGYSOLUTIONS FEDERAL SERVICES, INC.",142.13,38.581433,-109.557226,"UT"
"LATA/PARALLAX PORTSMOUTH, LLC",142,39.05431365,-83.01997715,"OH"
"EL PASO, CITY OF",141.17,31.83602801,-106.56694664,"TX"
"HUMAN SERVICES, VERMONT DEPARTMNT OF",141.06,44.33317014,-72.75329703,"VT"
"UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS",140.67,32.8125711,-96.83844891,"TX"
"ATLANTA, CITY OF",140.26,33.74844543,-84.39492952,"GA"
"TRANSPORTATION, MINNESOTA DEPARTMENT OF",139.9,45.115711,-93.43743799,"MN"
"MILITARY AFFAIRS AND PUBLIC SAFETY, WEST VIRGINIA DEPARTMENT OF",139.74,38.34445723,-81.63272905,"WV"
"PURDUE UNIVERSITY",139.14,40.41806199,-86.910278,"IN"
"HILLSBOROUGH COMMUNITY COLLEGE INC",138.75,27.93473441,-82.45650509,"FL"
"CHILDREN & FAMILY SERVICES, OFFICE OF",138.32,42.63978273,-73.74406212,"NY"
"EMPLOYMENT SECURITY COMMISSION OF NORTH CAROLINA",138.28,35.79579863,-78.65272485,"NC"
"ECOLOGY, WASHINGTON STATE DEPARTMENT OF",137.44,47.037403,-122.895772,"WA"
"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",137.3,39.046286,-95.67722799,"KS"
"COLORADO STATE UNIVERSITY",136.49,40.573443,-105.086492,"CO"
"HEALTH AND SOCIAL SERVICES, DELAWARE DEPT OF",135.74,39.69774065,-75.57604405,"DE"
"CASE WESTERN RESERVE UNIVERSITY",135.48,41.5048483,-81.61028418,"OH"
"LABOR AND INDUSTRY, MONTANA DEPARTMENT OF",135.15,46.5849351,-112.01792335,"MT"
"UNIVERSITY OF ROCHESTER",135.13,43.08397251,-77.62969769,"NY"
"BOSTON, CITY OF",135,42.358955,-71.057807,"MA"
"DEPARTMET OF HEALTH AND HUMAN SERVICES",134.9,40.816922,-96.710809,"NE"
"WASHINGTON TRU SOLUTIONS LLC",134.3,32.3739233,-104.2301207,"NM"
"SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT",134,37.80888559,-122.26456304,"CA"
"TRANSPORTATION, NEVADA DEPARTMENT OF",133.95,36.170224,-115.202107,"NV"
"KENTUCKY INFRASTRUCTURE AUTHORITY",133.79,38.18169219,-84.81579111,"KY"
"LOS ANGELES COUNTY METROPOLITAN TRANSPORTATION AUTHORITY",131.52,34.05641946,-118.23271352,"CA"
"RIVERSIDE TRANSIT AGENCY",131,33.98302825,-117.35171101,"CA"
"EXECUTIVE OFFICE OF THE STATE OF ALASKA",130.86,58.299712,-134.41634,"AK"
"LOS ALAMOS NATIONAL SECURITY, LLC",130.32,35.87596826,-106.3288195,"NM"
"REHABILITATION, CALIFORNIA DEPARTMENT OF",129.26,38.57809586,-121.4985359,"CA"
"MINNESOTA PUBLIC FACILITIES AUTHORITY",129.18,44.94674159,-93.09105104,"MN"
"HOUSING & COMMUNITY DEVELOPMENT, CALIFORNIA DEPARTMENT OF",128.97,38.57382194,-121.50738785,"CA"
"ENVIRONMENTAL PROTECTION, MAINE DEPARTMENT OF",128.84,44.306882,-69.782184,"ME"
"DEPARTMENT OF COMMERCE ARIZONA",128.13,33.448127,-112.09846499,"AZ"
"DALLAS, CITY OF",126.45,32.7769286,-96.79579783,"TX"
"DEPARTMENT OF EMPLOYMENT AND TRAINING",126.44,38.19821531,-84.86177179,"KY"
"TRUSTEES OF INDIANA UNIVERSITY",125.49,39.785768,-86.161242,"IN"
"NATURAL RESOURCES & CONSERVATION, MONTANA DEPT OF",124.39,46.859509,-114.0448,"MT"
"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",124.33,34.417277,-119.84596899,"CA"
"STATE POLICE, MICHIGAN DEPARTMENT OF",123.83,42.72857494,-84.49393855,"MI"
"PHOENIX, CITY OF",123.81,33.44878354,-112.07708806,"AZ"
"ENVIRONMENTAL PROTECTION, PENNSYLVANIA DEPARTMENT OF",123.77,40.26245193,-76.87983616,"PA"
"THE CHEROKEE NATION",123.46,35.84657559,-95.02624305,"OK"
"ENVIRONMENTAL PROTECTION, WEST VIRGINIA DEPT OF",123.39,38.3121205,-81.57004896,"WV"
"TRANSPORTATION, IDAHO DEPARTMENT OF",123.29,42.523791,-114.484738,"ID"
"HOUSING AUTHORITY OF NEW ORLEANS",123.23,29.959727,-90.071999,"LA"
"CENTRAL COUNCIL TLINGIT AND HAIDA INDIAN",123,58.30042165,-134.4115652,"AK"
"MISSOURI SYSTEM, UNIVERSITY OF",122.25,38.939248,-92.32065699,"MO"
"TRANSIT AUTHORITY OF RIVER CITY",121.41,38.24709567,-85.76839428,"KY"
"BECHTEL JACOBS COMPANY LLC",121,36.024884,-84.238631,"TN"
"PRATT & WHITNEY ROCKETDYNE, INC.",120.94,34.200982,-118.60291,"CA"
"THOMAS JEFFERSON UNIVERSITY",120.83,39.94862599,-75.15896799,"PA"
"MIKE HOOKS, INC.",120.62,33.213329,-87.56512899,"AL"
"LOS ANGELES, COUNTY OF",120.15,34.036371,-118.117198,"CA"
"WEEKS MARINE, INC.",120,29.303101,-94.79547,"TX"
"EDUCATION, MAINE DEPARTMENT OF",119.5,44.306882,-69.782184,"ME"
"OFFICE OF POLICY AND MANAGEMENT, CONNECTICUT STATE OF",119.04,41.7638071,-72.69053335,"CT"
"NORTHWESTERN INDIANA REGIONAL PLANNING COMMISSION",119,41.60283577,-87.17608786,"IN"
"UNIVERSITY OF TEXAS AT AUSTIN",118.87,30.29168355,-97.73773418,"TX"
"UNIVERSITY OF KENTUCKY",118.4,38.042967,-84.500803,"KY"
"COTTRELL CONTRACTING CORPORATION",118,30.25313196,-81.4371245,"FL"
"GREAT LAKES DREDGE & DOCK COMPANY, LLC",117.6,40.85308999,-72.444153,"NY"
"COMMERCE, NORTH DAKOTA DEPT OF",116.83,46.83816913,-100.76976349,"ND"
"ILLINOIS INSTITUTE OF TECHNOLOGY",116.79,41.83419704,-87.62926151,"IL"
"T. B. PENICK & SONS, INC.",116.5,36.300763,-119.78351,"CA"
"SACRAMENTO REGIONAL TRANSIT DIST.",115.34,38.56848699,-121.47011599,"CA"
"EXECUTIVE OFFICE OF THE STATE OF MARYLAND",115.33,39.40224141,-76.59714328,"MD"
"WAYNE STATE UNIVERSITY",115.24,42.348688,-83.05874099,"MI"
"EDUCATION, NEW HAMPSHIRE DEPARTMENT OF",115.03,43.20002499,-71.546269,"NH"
"SAGINAW CONTRACTING, INC.",115,45.56748941,-94.21771321,"MN"
"PENINSULA CORRIDOR JOINT PWRS BD.",114.63,37.5064346,-122.26204494,"CA"
"PUBLIC ALLIES, INC.",114.53,43.03785863,-87.90816825,"WI"
"TALLAHASSEE COMMUNITY COLLEGE",114.5,30.43846492,-84.28008734,"FL"
"DEPT OF EDUCATION VERMONT",114.04,44.261707,-72.581822,"VT"
"UNIVERSITY OF CALIFORNIA, IRVINE",113.59,33.665111,-117.830827,"CA"
"ENVIRONMENTAL QUALITY, MONTANA DEPARTMENT OF",113,46.586497,-112.020151,"MT"
"FUTURE FOREST LLC",113,34.12583399,-109.93647499,"AZ"
"MASSACHUSETTS WATER POLLUTION ABATEMENT TRUST",112.44,42.35907735,-71.06012546,"MA"
"CAULDWELL-WINGATE COMPANY, LLC",112.39,40.71396284,-74.00303774,"NY"
"TRANSPORTATION, WYOMING DEPARTMENT OF",112.31,44.526035,-109.06814299,"WY"
"VOCATIONAL REHABILITATION DEPARTMENT, SOUTH CAROLINA",112.24,33.9512913,-81.10794163,"SC"
"DREXEL UNIVERSITY",112.11,39.95356199,-75.18548099,"PA"
"GENERAL DYNAMICS ADVANCED INFORMATION SYSTEMS, INC.",111.3,33.37626221,-111.83756263,"AZ"
"GREATER DAYTON REGIONAL TRANSIT AUTHORITY",111,39.75885995,-84.19158621,"OH"
"HAMPTON UNIVERSITY",111,37.02580255,-76.34291929,"VA"
"LORAIN, COUNTY OF",111,41.36536,-82.10551199,"OH"
"RAIL AND PUBLIC TRANSPORTATION, VIRGINIA DEPARTMENT OF",110.94,37.53984134,-77.43896927,"VA"
"ATTORNEY GENERAL, OKLAHOMA",109.17,35.48273521,-97.51946559,"OK"
"BLUE ROCK STRUCTURES INC.",109,34.67297273,-77.35869519,"NC"
"PACIFIC SHIPYARDS INTERNATIONAL, LLC",109,21.32277599,-157.877458,"HI"
"WORKFORCE WEST VIRGINIA",108.99,38.33658804,-81.61043492,"WV"
"EXECUTIVE OFFICE OF THE STATE OF KANSAS",108.54,39.04671044,-95.67864979,"KS"
"HEALTH AND HOSPITALS, LOUISIANA DEPARTMENT OF",108.26,30.448351,-91.18340499,"LA"
"WORKFORCE SERVICES, ARKANSAS DEPARTMENT OF",107.29,34.74717073,-92.29169765,"AR"
"WEST VIRGINIA DIVISION OF HIGHWAYS",106.55,39.66560199,-79.862484,"WV"
"REGIONAL TRANSPORTATION DISTRICT",106.32,39.75425404,-104.99965751,"CO"
"M. A. MORTENSON COMPANY",106.31,44.98548439,-93.3290836,"MN"
"HENSEL PHELPS CONSTRUCTION CO",106,31.33685992,-110.96789875,"AZ"
"FFEB JV, L.L.C.",105.95,29.97922028,-90.28514446,"LA"
"LABOR, MAINE DEPARTMENT OF",105.57,44.36419624,-69.79914344,"ME"
"NATIVE AMERICAN SERVICES CORP.",105.13,33.620311,-82.09037,"SC"
"LAREDO, CITY OF",105.12,27.54343707,-99.4523612,"TX"
"ROUGH ROCK SCHOOL BOARD, INC.",104.93,36.101961,-109.586435,"AZ"
"PCL CONSTRUCTION SERVICES, INC",104.46,39.718208,-105.120276,"CO"
"DEPARTMENT OF CHILDREN & FAMILIES",103.49,30.436839,-84.27967699,"FL"
"WORK FORCE SERVICES, UTAH DEPT OF",103.31,40.762775,-111.884912,"UT"
"EXECUTIVE OFFICE OF THE GOVERNOR OF DELAWARE",103.24,39.74349815,-75.54633944,"DE"
"INNOVATIVE TECHNICAL SOLUTIONS, INC.",103.15,31.868038,-81.609755,"GA"
"HENNEPIN COUNTY",102.45,44.976134,-93.26717299,"MN"
"PUBLIC SAFETY COLORADO DEPT",102.4,39.72695962,-105.10735132,"CO"
"SAN ANTONIO, CITY OF",102.4,29.42209614,-98.49739737,"TX"
"ARVISO-OKLAND CONSTRUCTION JOINT VENTURE",102.25,40.72734699,-111.89396099,"UT"
"CHESTER HOUSING AUTHORITY (INC)",102,39.84855695,-75.35884879,"PA"
"DEPARTMENT OF ENVIRONMENTAL QUALITY",101.9,35.467823,-97.521294,"OK"
"EMPLOYMENT, OREGON DEPARTMENT OF",101.83,44.943769,-123.02816,"OR"
"TRUE NORTH COMMUNICATIONS, INC.",101.76,40.74913978,-73.98836698,"NY"
"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",101.48,36.97713006,-122.05231479,"CA"
"TRANSPORTATION, VIRGINIA DEPARTMENT OF",101.1,36.750155,-76.05484,"VA"
"BLACK FEET TRIBE, THE (INC)",101.06,48.549425,-112.928723,"MT"
"STATE CONNETICUT DEPARTMENT OF LABOR",100.76,41.72124219,-72.67738526,"CT"
"MISSISSIPPI BAND OF CHOCTAW INDIANS",100.45,32.77226618,-89.20220637,"MS"
"GRAND PORTAGE INDIAN HOUSING AUTHORITY",100,47.91811524,-89.73904668,"MN"
"GREATER CLEVELAND REGIONAL TRANSIT AUTHORITY",100,41.50044964,-81.70002238,"OH"
"HATHAWAY DINWIDDIE CONSTRUCTION COMPANY",100,37.779919,-122.414275,"CA"
"WATER WORKS AND SEWER BOARD OF THE CITY OF THOMASVILLE",100,31.91852334,-87.73490159,"AL"
"CENTRAL UTAH WATER CONSERVANCY DISTRICT",99.36,40.27347373,-111.70322523,"UT"
"WATER RESOURCES BOARD, OKLAHOMA CITY OF",99.01,35.50955299,-97.53369287,"OK"
"UNIVERSITY OF SOUTHERN CALIFORNIA",98.98,34.02118699,-118.287141,"CA"
"YOUTHBUILD USA, INC.",98.75,42.39578767,-71.12279921,"MA"
"BETH ISRAEL DEACONESS MEDICAL CENTER INC",98.58,42.33985883,-71.10473183,"MA"
"EXECUTIVE OFFICE OF THE STATE OF ARIZONA",98.28,33.448127,-112.09846499,"AZ"
"JACKSONVILLE, CITY OF",98.05,30.33006065,-81.65906725,"FL"
"OHIO COMMUNITY SERVICE COUNCIL",98,39.96340937,-83.00108055,"OH"
"ZUNI, PUEBLO OF",98,35.089134,-108.762436,"NM"
"SOUTH DAKOTA, DEPARTMENT OF LABOR",97.53,44.36979387,-100.34147447,"SD"
"SERVEMINNESOTA",97.5,44.97441,-93.266346,"MN"
"ACE ENGINEERING, INC.",97.44,34.92788851,-117.89731429,"CA"
"ARIZONA STATE UNIVERSITY",97.12,33.410864,-111.926259,"AZ"
"TREVIICOS SOLETANCHE JV",97,36.87646499,-85.166797,"KY"
"ICF INCORPORATED, L.L.C.",96.79,38.86796279,-77.27229059,"VA"
"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.",96.1,33.566025,-81.720723,"SC"
"VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY",96.01,37.53915194,-77.43851299,"VA"
"WORKFORCE DEVELOPMENT, IOWA",95.65,41.592856,-93.600058,"IA"
"INDUSTRIAL RELATIONS, ALABAMA DEPT OF",95,32.37886442,-86.30065094,"AL"
"PACIFIC TECH CONSTRUCTION, INC.",95,28.48832299,-80.58440799,"FL"
"WHITESELL-YATES, A JOINT VENTURE",95,31.326092,-85.725935,"AL"
"HEALTH & SENIOR SERVICES, NEW JERSEY DEPARTMENT OF",94.99,40.21868642,-74.77116432,"NJ"
"CLARK CONSTRUCTION GROUP, LLC",94.76,38.85603047,-76.99603629,"DC"
"CITY OF CINCINNATI",94.28,39.10944914,-84.52115961,"OH"
"NEW ORLEANS, CITY OF",93.73,29.952522,-90.076816,"LA"
"UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO ,THE",93.55,29.50479779,-98.57669958,"TX"
"OFFICE OF STATELANDS & INVESTMENTS",92.83,41.140178,-104.821913,"WY"
"HEALTH & FAMILY SERVICES, KENTUCKY CABINET FOR",92.78,38.19821531,-84.86177179,"KY"
"ENVIRONMENTAL QUALITY, OREGON DEPARTMENT OF",92.67,45.51829671,-122.6794023,"OR"
"HEALTH AND HUMAN SERVICES, NEW HAMPSHIRE DEPT OF",92.48,43.19973199,-71.54756099,"NH"
"COMMUNITY AFFAIRS, GEORGIA DEPARTMENT OF",92.27,33.82938027,-84.33378041,"GA"
"SOUTH CAROLINA EMPLOYMENT SECURITY COMMISSION",92.13,34.00393593,-81.04215681,"SC"
"RHODE ISLAND COMMISSION FOR NATIONAL AND COMMUNITY SERVICE",91.41,41.8062551,-71.42051977,"RI"
"ARKANSAS NATURAL RESOURCES COMMISSION",91.13,34.7441285,-92.2710718,"AR"
"INDIANA FINANCE AUTHORITY",91.06,39.76909104,-86.16343407,"IN"
"SAINT LOUIS UNIVERSITY",91.01,38.63754194,-90.23265047,"MO"
"OHIO STATE UNIVERSITY, THE",90.85,40.00644999,-83.019225,"OH"
"TRANSPORTATION, IOWA DEPT OF",90.8,41.641556,-95.789237,"IA"
"SAN DIEGO ASSOCIATION OF GOVERNMENTS",90.46,32.71743688,-117.16063173,"CA"
"SISSETON-WAHPETON OYATE",90.15,45.661397,-97.050783,"SD"
"HILLSBOROUGH COUNTY AVIATION AUTHORITY",90.09,27.9600832,-82.5339396,"FL"
"WAKE FOREST UNIVERSITY",89.85,36.089539,-80.26591,"NC"
"ECONOMIC DEVELOPMENT, IOWA DEPARTMENT OF",89.51,41.587165,-93.62335399,"IA"
"DANA-FARBER CANCER INSTITUTE, INC.",89.37,42.33778199,-71.10660499,"MA"
"CHICAGO TRANSIT AUTHORITY",89.2,41.885699,-87.64226799,"IL"
"GARY PUBLIC TRANSPORTATION CORPORATION",89,41.55516268,-87.36289966,"IN"
"TRANSPORTATION, DELAWARE DEPARTMENT OF",88.93,38.706634,-75.109593,"DE"
"UNIVERSITY OF TENNESSEE",88.93,35.95385748,-83.93645521,"TN"
"NATURE CONSERVANCY, THE",87.58,30.41135699,-88.10720099,"AL"
"GOODY CLANCY HDR, LLC",87.5,38.900945,-77.00642,"DC"
"CLEVELAND, CITY OF",87.22,41.50169799,-81.69551399,"OH"
"CHAPMAN UNIVERSITY",87,33.79331424,-117.85305825,"CA"
"STATE, NEW JERSEY DEPARTMENT OF",86.86,40.22182186,-74.77296298,"NJ"
"TRUSTEES OF TUFTS COLLEGE INC",86.8,42.34950856,-71.06169028,"MA"
"REHABILITATION SERVICES, OHIO COMMISSION OF",86.76,40.11945073,-83.00614373,"OH"
"BATTELLE MEMORIAL INSTITUTE",86.75,46.34377584,-119.2814428,"WA"
"RIVERSIDE, COUNTY OF",86.73,33.978387,-117.373786,"CA"
"ALTAMED HEALTH SERVICES CORPORATION",86.51,34.00545527,-118.15209093,"CA"
"ENVIRONMENTAL SERVICES, NEW HAMPSHIRE DEPARTMENT OF",86.45,43.21791083,-71.51349736,"NH"
"LOUISIANA STATE UNIVERSITY SYSTEM",86.14,30.411658,-91.185074,"LA"
"GEORGIA HOUSING FINANCE AUTHORITY",86.05,33.82938027,-84.33378041,"GA"
"WESTERN CONTRACTING CORPORATION",86,47.688615,-101.440691,"ND"
"UNIVERSITY OF OKLAHOMA",85.91,35.477071,-97.49139699,"OK"
"PUBLIC/PRIVATE VENTURES",85.72,39.953569,-75.173189,"PA"
"OFFICE OF THE GOVENOR, ARIZONA OFFICE OF ECONOMIC RECOVERY, THE",85.68,33.448127,-112.09846499,"AZ"
"COMMUNITY & CULTURE, UTAH DEPARTMENT OF",85.65,40.76218719,-111.88876103,"UT"
"LABOR AND INDUSTRIAL RELATIONS, HAWAII DEPARTMENT OF",85.11,21.30393416,-157.86075419,"HI"
"BUSINESS AND INDUSTRY, NEVADA DEPARTMENT OF",85,39.19295076,-119.75032737,"NV"
"C & C TECHNOLOGIES, INC",85,30.19920174,-92.00228307,"LA"
"UNIVERSITY OF NEW MEXICO",84.95,35.08959,-106.620205,"NM"
"LABOR, LICENSING AND REGULATION, MD DEPT OF",84.95,39.3023717,-76.62475246,"MD"
"THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK",84.91,40.912488,-73.117385,"NY"
"NATIONAL ASSOCIATION OF SERVICE AND CONSERVATION CORPS., DC",84.78,38.89826065,-77.02707627,"DC"
"COMMERCE, KANSAS DEPARTMENT OF",84.2,39.046286,-95.67722799,"KS"
"ALAMO COMMUNITY COLLEGE DISTRICT",84,29.426854,-98.503044,"TX"
"WEST VALLEY ENVIRONMENTAL SERVICES LLC",84,42.45111492,-78.65875597,"NY"
"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",83.62,40.487331,-74.43826999,"NJ"
"TRANSPORTATION, HAWAII DEPARTMENT OF",82.81,20.88799289,-156.45149924,"HI"
"DC STATE EDUCATION OFFICE",82.37,38.90054563,-77.00702728,"DC"
"JOHNSON CONTROLS, INC.",82.2,43.1257134,-87.93564254,"WI"
"HOUSING, ARIZONA DEPARTMENT OF",81.48,33.448218,-112.08712599,"AZ"
"HEALTH, HAWAII DEPARTMENT OF",81.19,21.29486,-157.85882064,"HI"
"ARGOSY EDUCATION GROUP, INC.",81,41.88623181,-87.6237037,"IL"
"CELGARD, LLC",81,35.10744813,-80.96084262,"NC"
"UT-BATTELLE, LLC",80.84,35.98326769,-84.22279247,"TN"
"COCONINO, COUNTY OF",80,35.22904589,-111.56782284,"AZ"
"PEREIRA, JOSE ENGINEERING AND MECHANICAL, INC.",80,32.74239599,-117.203372,"CA"
"SCHWARTZ/SILVER ARCHITECTS",80,32.303561,-90.18336699,"MS"
"SHERRICK CONSTRUCTION, INC.",80,35.32825573,-89.87316641,"TN"
"TAMARACK MILL, LLC",80,44.94536686,-116.38275851,"ID"
