"","id","lnw","exper","ged","postexp","black","hispanic","hgc","hgc.9","uerate","ue.7","ue.centert1","ue.mean","ue.person.cen","ue1"
"378","378  ",1.828,1.3,"0  ",0,"1  ","0  ","10  ",1,8.8,1.8,0,5.819,2.981,8.8
"378","378  ",1.513,2.178,"0  ",0,"1  ","0  ","10  ",1,7.3,0.3,-1.5,5.819,1.481,8.8
"378","378  ",2.155,3.021,"0  ",0,"1  ","0  ","10  ",1,6.595,-0.405,-2.205,5.819,0.776,8.8
"378","378  ",2.052,4.078,"0  ",0,"1  ","0  ","10  ",1,5.095,-1.905,-3.705,5.819,-0.724,8.8
"378","378  ",1.889,5.001,"0  ",0,"1  ","0  ","10  ",1,4.395,-2.605,-4.405,5.819,-1.424,8.8
"378","378  ",2.238,6.381,"0  ",0,"1  ","0  ","10  ",1,4.395,-2.605,-4.405,5.819,-1.424,8.8
"378","378  ",2.302,7.4,"0  ",0,"1  ","0  ","10  ",1,3.295,-3.705,-5.505,5.819,-2.524,8.8
"378","378  ",2.251,8.419,"0  ",0,"1  ","0  ","10  ",1,5.295,-1.705,-3.505,5.819,-0.524,8.8
"378","378  ",2.263,9.284,"0  ",0,"1  ","0  ","10  ",1,7.2,0.2,-1.6,5.819,1.381,8.8
"394","394  ",2.383,1.89,"0  ",0,"1  ","0  ","10  ",1,5.695,-1.305,0,5.462,0.233,5.695
"394","394  ",1.929,2.77,"0  ",0,"1  ","0  ","10  ",1,6.595,-0.405,0.9,5.462,1.133,5.695
"394","394  ",1.609,3.01,"0  ",0,"1  ","0  ","10  ",1,4.095,-2.905,-1.6,5.462,-1.367,5.695
"396","396  ",1.066,0.165,"1  ",0,"1  ","0  ","9  ",0,10.2,3.2,0,5.639,4.561,10.2
"396","396  ",2.417,2.88,"1  ",2.715,"1  ","0  ","9  ",0,6.595,-0.405,-3.605,5.639,0.956,10.2
"396","396  ",1.972,3.976,"1  ",3.811,"1  ","0  ","9  ",0,5.095,-1.905,-5.105,5.639,-0.544,10.2
"396","396  ",1.545,5.437,"1  ",5.272,"1  ","0  ","9  ",0,4.095,-2.905,-6.105,5.639,-1.544,10.2
"396","396  ",1.883,6.457,"1  ",6.292,"1  ","0  ","9  ",0,4.195,-2.805,-6.005,5.639,-1.444,10.2
"396","396  ",2.166,7.602,"1  ",7.437,"1  ","0  ","9  ",0,4.095,-2.905,-6.105,5.639,-1.544,10.2
"396","396  ",1.906,8.313,"1  ",8.148,"1  ","0  ","9  ",0,5.195,-1.805,-5.005,5.639,-0.444,10.2
"411","411  ",1.903,0.962,"0  ",0,"0  ","0  ","8  ",-1,9.7,2.7,0,7.46,2.24,9.7
"411","411  ",1.982,1.642,"0  ",0,"0  ","0  ","8  ",-1,10.2,3.2,0.5,7.46,2.74,9.7
"411","411  ",2.362,2.564,"1  ",0,"0  ","0  ","8  ",-1,10.2,3.2,0.5,7.46,2.74,9.7
"411","411  ",2.192,3.564,"1  ",1,"0  ","0  ","8  ",-1,7.3,0.3,-2.4,7.46,-0.16,9.7
"411","411  ",2.512,4.603,"1  ",2.038,"0  ","0  ","8  ",-1,5.695,-1.305,-4.005,7.46,-1.765,9.7
"411","411  ",2.554,5.564,"1  ",3,"0  ","0  ","8  ",-1,6.595,-0.405,NA,7.46,-0.865,9.7
"411","411  ",2.295,7.279,"1  ",4.715,"0  ","0  ","8  ",-1,4.095,-2.905,-5.605,7.46,-3.365,9.7
"411","411  ",1.906,9.241,"1  ",6.677,"0  ","0  ","8  ",-1,5.895,-1.105,-3.805,7.46,-1.565,9.7
"415","415  ",1.621,0.243,"0  ",0,"0  ","0  ","10  ",1,5.595,-1.405,0,5.987,-0.392,5.595
"415","415  ",1.598,0.826,"0  ",0,"0  ","0  ","10  ",1,5.895,-1.105,0.3,5.987,-0.092,5.595
"415","415  ",1.763,1.566,"0  ",0,"0  ","0  ","10  ",1,6.195,NA,NA,5.987,0.208,5.595
"415","415  ",1.645,2.546,"0  ",0,"0  ","0  ","10  ",1,7.2,0.2,1.605,5.987,1.213,5.595
"415","415  ",1.919,4.585,"0  ",0,"0  ","0  ","10  ",1,7.3,0.3,1.705,5.987,1.313,5.595
"415","415  ",2.042,5.462,"0  ",0,"0  ","0  ","10  ",1,5.695,-1.305,0.1,5.987,-0.292,5.595
"415","415  ",1.972,6.385,"0  ",0,"0  ","0  ","10  ",1,6.595,-0.405,1,5.987,0.608,5.595
"415","415  ",2.086,7.385,"0  ",0,"0  ","0  ","10  ",1,6.9,NA,NA,5.987,0.913,5.595
"415","415  ",2.295,8.885,"0  ",0,"0  ","0  ","10  ",1,5.195,-1.805,-0.4,5.987,-0.792,5.595
"415","415  ",2.816,10.385,"0  ",0,"0  ","0  ","10  ",1,4.095,-2.905,-1.5,5.987,-1.892,5.595
"415","415  ",2.263,11.385,"0  ",0,"0  ","0  ","10  ",1,5.195,-1.805,-0.4,5.987,-0.792,5.595
"419","419  ",1.604,0.457,"1  ",0,"0  ","0  ","9  ",0,10,3,0,5.684,4.316,10
"419","419  ",1.669,1.097,"1  ",0.64,"0  ","0  ","9  ",0,7.3,NA,-2.7,5.684,1.616,10
"419","419  ",2.001,2.145,"1  ",1.688,"0  ","0  ","9  ",0,3.895,-3.105,-6.105,5.684,-1.789,10
"419","419  ",1.996,2.895,"1  ",2.438,"0  ","0  ","9  ",0,5.684,-1.316,-4.316,5.684,0,10
"419","419  ",2.012,4.375,"1  ",3.918,"0  ","0  ","9  ",0,4.095,-2.905,-5.905,5.684,-1.589,10
"419","419  ",2.295,5.298,"1  ",4.841,"0  ","0  ","9  ",0,3.995,-3.005,-6.005,5.684,-1.689,10
"419","419  ",1.66,6.375,"1  ",5.918,"0  ","0  ","9  ",0,4.495,-2.505,NA,5.684,-1.189,10
"419","419  ",1.896,7.02,"1  ",6.563,"0  ","0  ","9  ",0,4.595,-2.405,-5.405,5.684,-1.089,10
"419","419  ",2.04,7.935,"1  ",7.478,"0  ","0  ","9  ",0,7.1,0.1,-2.9,5.684,1.416,10
"470","470  ",1.932,2.048,"0  ",0,"0  ","0  ","11  ",2,9.4,2.4,0,8.442,0.958,9.4
"470","470  ",1.84,3.106,"0  ",0,"0  ","0  ","11  ",2,8.6,1.6,-0.8,8.442,0.158,9.4
"470","470  ",1.565,4.222,"0  ",0,"0  ","0  ","11  ",2,8,NA,-1.4,8.442,-0.442,9.4
"470","470  ",1.931,5.504,"0  ",0,"0  ","0  ","11  ",2,8.3,1.3,-1.1,8.442,-0.142,9.4
"470","470  ",1.842,6.658,"0  ",0,"0  ","0  ","11  ",2,6.795,-0.205,-2.605,8.442,-1.647,9.4
"470","470  ",1.946,7.658,"0  ",0,"0  ","0  ","11  ",2,7.3,0.3,-2.1,8.442,-1.142,9.4
"470","470  ",2.055,7.698,"0  ",0,"0  ","0  ","11  ",2,10.7,3.7,1.3,8.442,2.258,9.4
"477","477  ",1.455,0.075,"1  ",0,"0  ","0  ","8  ",-1,12.2,5.2,0,8.912,3.288,12.2
"477","477  ",1.418,0.736,"1  ",0.661,"0  ","0  ","8  ",-1,9.4,2.4,-2.8,8.912,0.488,12.2
"477","477  ",1.566,1.339,"1  ",1.264,"0  ","0  ","8  ",-1,8.6,1.6,-3.6,8.912,-0.312,12.2
"477","477  ",1.644,2.104,"1  ",2.029,"0  ","0  ","8  ",-1,8,1,-4.2,8.912,-0.912,12.2
"477","477  ",1.803,3.122,"1  ",3.047,"0  ","0  ","8  ",-1,8.3,1.3,-3.9,8.912,-0.612,12.2
"477","477  ",2.124,4.122,"1  ",4.047,"0  ","0  ","8  ",-1,6.795,-0.205,-5.405,8.912,-2.117,12.2
"477","477  ",1.946,4.789,"1  ",4.714,"0  ","0  ","8  ",-1,7.3,0.3,-4.9,8.912,-1.612,12.2
"477","477  ",2.165,5.847,"1  ",5.772,"0  ","0  ","8  ",-1,10.7,3.7,-1.5,8.912,1.788,12.2
"517","517  ",1.532,0.12,"0  ",0,"1  ","0  ","9  ",0,17.4,10.4,0,12.599,4.801,17.4
"517","517  ",1.491,0.624,"0  ",0,"1  ","0  ","9  ",0,17.1,10.1,-0.3,12.599,4.501,17.4
"517","517  ",2.05,1.759,"0  ",0,"1  ","0  ","9  ",0,9.4,2.4,-8,12.599,-3.199,17.4
"517","517  ",2.089,2.119,"0  ",0,"1  ","0  ","9  ",0,14.1,7.1,-3.3,12.599,1.501,17.4
"517","517  ",1.697,3.204,"0  ",0,"1  ","0  ","9  ",0,10.8,3.8,-6.6,12.599,-1.799,17.4
"517","517  ",1.555,3.324,"0  ",0,"1  ","0  ","9  ",0,6.795,-0.205,-10.605,12.599,-5.804,17.4
"518","518  ",1.272,0.525,"1  ",0.525,"1  ","0  ","8  ",-1,10.7,3.7,0,10.7,0,10.7
"518","518  ",1.613,1.926,"1  ",1.926,"1  ","0  ","8  ",-1,10.7,3.7,0,10.7,0,10.7
"534","534  ",1.972,4.303,"0  ",0,"0  ","0  ","8  ",-1,7.3,0.3,0,6.437,0.863,7.3
"534","534  ",2.25,5.399,"0  ",0,"0  ","0  ","8  ",-1,6.295,-0.705,-1.005,6.437,-0.142,7.3
"534","534  ",2.237,5.742,"0  ",0,"0  ","0  ","8  ",-1,5.295,-1.705,-2.005,6.437,-1.142,7.3
"534","534  ",2.398,6.838,"0  ",0,"0  ","0  ","8  ",-1,5.795,-1.205,-1.505,6.437,-0.642,7.3
"534","534  ",2.358,7.742,"0  ",0,"0  ","0  ","8  ",-1,7.5,0.5,0.2,6.437,1.063,7.3
"535","535  ",1.491,0.195,"0  ",0,"0  ","0  ","8  ",-1,11.4,4.4,0,7.665,3.735,11.4
"535","535  ",1.856,0.676,"0  ",0,"0  ","0  ","8  ",-1,9.2,2.2,-2.2,7.665,1.535,11.4
"535","535  ",2.512,1.177,"0  ",0,"0  ","0  ","8  ",-1,7.4,0.4,-4,7.665,-0.265,11.4
"535","535  ",1.389,1.907,"0  ",0,"0  ","0  ","8  ",-1,8.8,1.8,-2.6,7.665,1.135,11.4
"535","535  ",1.749,2.467,"0  ",0,"0  ","0  ","8  ",-1,7.3,0.3,-4.1,7.665,-0.365,11.4
"535","535  ",2.295,3.067,"0  ",0,"0  ","0  ","8  ",-1,6.295,-0.705,-5.105,7.665,-1.37,11.4
"535","535  ",2.507,3.142,"0  ",0,"0  ","0  ","8  ",-1,5.295,-1.705,-6.105,7.665,-2.37,11.4
"535","535  ",2.398,3.742,"0  ",0,"0  ","0  ","8  ",-1,5.795,-1.205,-5.605,7.665,-1.87,11.4
"535","535  ",2.525,3.962,"0  ",0,"0  ","0  ","8  ",-1,7.5,0.5,NA,7.665,-0.165,11.4
"537","537  ",1.919,0.215,"0  ",0,"0  ","0  ","8  ",-1,6.437,-0.563,0,6.437,0,6.437
"537","537  ",1.418,0.245,"0  ",0,"0  ","0  ","8  ",-1,6.437,-0.563,0,6.437,0,6.437
"537","537  ",1.418,0.263,"0  ",0,"0  ","0  ","8  ",-1,6.437,-0.563,0,6.437,0,6.437
"537","537  ",1.278,1.283,"0  ",0,"0  ","0  ","8  ",-1,7.3,0.3,0.863,6.437,0.863,6.437
"537","537  ",1.707,2.745,"0  ",0,"0  ","0  ","8  ",-1,6.295,NA,NA,6.437,-0.142,6.437
"537","537  ",1.842,3.764,"0  ",0,"0  ","0  ","8  ",-1,5.495,-1.505,-0.942,6.437,-0.942,6.437
"537","537  ",1.792,4.725,"0  ",0,"0  ","0  ","8  ",-1,5.595,-1.405,-0.842,6.437,-0.842,6.437
"537","537  ",1.906,5.706,"0  ",0,"0  ","0  ","8  ",-1,7.5,0.5,1.063,6.437,1.063,6.437
"540","540  ",2.126,0.953,"1  ",0.953,"0  ","0  ","10  ",1,7.6,0.6,0,7.315,0.285,7.6
"540","540  ",2.309,2.318,"1  ",2.318,"0  ","0  ","10  ",1,7.3,NA,NA,7.315,-0.015,7.6
"540","540  ",1.797,3.238,"1  ",3.238,"0  ","0  ","10  ",1,8.5,1.5,0.9,7.315,1.185,7.6
"540","540  ",2.15,4.123,"1  ",4.123,"0  ","0  ","10  ",1,7.2,0.2,-0.4,7.315,-0.115,7.6
"540","540  ",1.946,5.2,"1  ",5.2,"0  ","0  ","10  ",1,6.495,-0.505,-1.105,7.315,-0.82,7.6
"540","540  ",1.9,6.123,"1  ",6.123,"0  ","0  ","10  ",1,6.795,-0.205,-0.805,7.315,-0.52,7.6
"541","541  ",1.914,1.24,"0  ",0,"0  ","0  ","10  ",1,7.3,NA,0,7.3,0,7.3
"541","541  ",2.195,2.432,"0  ",0,"0  ","0  ","10  ",1,7.3,0.3,0,7.3,0,7.3
"541","541  ",2.086,3.432,"0  ",0,"0  ","0  ","10  ",1,7.3,0.3,0,7.3,0,7.3
"592","592  ",1.742,0.873,"0  ",0,"0  ","0  ","10  ",1,11.2,4.2,0,10.37,0.83,11.2
"592","592  ",1.892,1.796,"0  ",0,"0  ","0  ","10  ",1,13.4,6.4,2.2,10.37,3.03,11.2
"592","592  ",1.999,2.834,"0  ",0,"0  ","0  ","10  ",1,10.6,3.6,-0.6,10.37,0.23,11.2
"592","592  ",1.907,3.776,"0  ",0,"0  ","0  ","10  ",1,11.5,4.5,0.3,10.37,1.13,11.2
"592","592  ",2.22,4.873,"0  ",0,"0  ","0  ","10  ",1,11.1,4.1,-0.1,10.37,0.73,11.2
"592","592  ",1.601,6.026,"0  ",0,"0  ","0  ","10  ",1,10.7,3.7,-0.5,10.37,0.33,11.2
"592","592  ",2.058,7.373,"0  ",0,"0  ","0  ","10  ",1,9.9,2.9,-1.3,10.37,-0.47,11.2
"592","592  ",1.874,8.199,"0  ",0,"0  ","0  ","10  ",1,8.3,NA,-2.9,10.37,-2.07,11.2
"592","592  ",1.617,9.296,"0  ",0,"0  ","0  ","10  ",1,8.3,1.3,-2.9,10.37,-2.07,11.2
"592","592  ",1.823,10.161,"0  ",0,"0  ","0  ","10  ",1,8.7,1.7,-2.5,10.37,-1.67,11.2
"594","594  ",1.502,0.585,"1  ",0.585,"1  ","0  ","9  ",0,8,1,0,6.631,1.369,8
"594","594  ",2.26,2.085,"1  ",2.085,"1  ","0  ","9  ",0,7.1,0.1,-0.9,6.631,0.469,8
"594","594  ",2.37,2.854,"1  ",2.854,"1  ","0  ","9  ",0,6.9,-0.1,-1.1,6.631,0.269,8
"594","594  ",2.13,3.797,"1  ",3.797,"1  ","0  ","9  ",0,5.495,-1.505,-2.505,6.631,-1.136,8
"594","594  ",1.872,5.066,"1  ",5.066,"1  ","0  ","9  ",0,5.595,-1.405,-2.405,6.631,-1.036,8
"594","594  ",2.278,5.702,"1  ",5.702,"1  ","0  ","9  ",0,6.695,-0.305,-1.305,6.631,0.064,8
"597","597  ",1.984,1.254,"0  ",0,"1  ","0  ","11  ",2,9.6,2.6,0,8.733,0.867,9.6
"597","597  ",1.786,1.794,"0  ",0,"1  ","0  ","11  ",2,11.4,4.4,NA,8.733,2.667,9.6
"597","597  ",2.038,2.614,"0  ",0,"1  ","0  ","11  ",2,9.4,2.4,-0.2,8.733,0.667,9.6
"597","597  ",2.168,4.114,"0  ",0,"1  ","0  ","11  ",2,8,1,-1.6,8.733,-0.733,9.6
"597","597  ",2.128,4.674,"0  ",0,"1  ","0  ","11  ",2,7.1,0.1,-2.5,8.733,-1.633,9.6
"597","597  ",2.086,5.914,"0  ",0,"1  ","0  ","11  ",2,6.9,-0.1,-2.7,8.733,-1.833,9.6
"629","629  ",1.735,0.25,"0  ",0,"0  ","0  ","7  ",-2,5.095,-1.905,NA,6.433,-1.338,5.095
"629","629  ",1.71,2.339,"0  ",0,"0  ","0  ","7  ",-2,9.7,2.7,4.605,6.433,3.267,5.095
"629","629  ",1.668,3.119,"0  ",0,"0  ","0  ","7  ",-2,10.9,3.9,5.805,6.433,4.467,5.095
"629","629  ",1.533,4.081,"0  ",0,"0  ","0  ","7  ",-2,7.6,0.6,2.505,6.433,1.167,5.095
"629","629  ",1.819,5.119,"0  ",0,"0  ","0  ","7  ",-2,6.695,-0.305,1.6,6.433,0.262,5.095
"629","629  ",1.906,6.158,"0  ",0,"0  ","0  ","7  ",-2,5.795,-1.205,0.7,6.433,-0.638,5.095
"629","629  ",1.932,7.158,"0  ",0,"0  ","0  ","7  ",-2,5.395,-1.605,0.3,6.433,-1.038,5.095
"629","629  ",1.931,8.658,"0  ",0,"0  ","0  ","7  ",-2,5.595,-1.405,0.5,6.433,-0.838,5.095
"629","629  ",1.997,9.523,"0  ",0,"0  ","0  ","7  ",-2,4.295,-2.705,-0.8,6.433,-2.138,5.095
"629","629  ",2.184,9.868,"0  ",0,"0  ","0  ","7  ",-2,4.295,-2.705,-0.8,6.433,-2.138,5.095
"629","629  ",1.963,10.676,"0  ",0,"0  ","0  ","7  ",-2,5.395,-1.605,NA,6.433,-1.038,5.095
"630","630  ",1.532,1.605,"0  ",0,"0  ","0  ","8  ",-1,9.7,2.7,0,6.567,3.134,9.7
"630","630  ",1.63,2.347,"0  ",0,"0  ","0  ","8  ",-1,10.9,3.9,1.2,6.567,4.333,9.7
"630","630  ",1.568,3.133,"0  ",0,"0  ","0  ","8  ",-1,7.6,0.6,-2.1,6.567,1.033,9.7
"630","630  ",1.72,4.171,"0  ",0,"0  ","0  ","8  ",-1,6.695,-0.305,-3.005,6.567,0.128,9.7
"630","630  ",1.844,5.306,"0  ",0,"0  ","0  ","8  ",-1,5.795,-1.205,NA,6.567,-0.771,9.7
"630","630  ",1.822,6.421,"0  ",0,"0  ","0  ","8  ",-1,5.395,-1.605,-4.305,6.567,-1.171,9.7
"630","630  ",2.016,7.613,"0  ",0,"0  ","0  ","8  ",-1,5.595,NA,-4.105,6.567,-0.971,9.7
"630","630  ",1.842,8.594,"0  ",0,"0  ","0  ","8  ",-1,4.295,-2.705,-5.405,6.567,-2.272,9.7
"630","630  ",1.816,9.536,"0  ",0,"0  ","0  ","8  ",-1,4.295,-2.705,-5.405,6.567,-2.272,9.7
"630","630  ",2.004,10.594,"0  ",0,"0  ","0  ","8  ",-1,5.395,-1.605,-4.305,6.567,-1.171,9.7
"641","641  ",1.532,0.85,"0  ",0,"0  ","0  ","10  ",1,9.7,2.7,0,7.478,2.221,9.7
"641","641  ",1.668,1.43,"0  ",0,"0  ","0  ","10  ",1,10.9,NA,1.2,7.478,3.421,9.7
"641","641  ",1.951,2.31,"0  ",0,"0  ","0  ","10  ",1,8.1,1.1,-1.6,7.478,0.622,9.7
"641","641  ",2.001,3.29,"0  ",0,"0  ","0  ","10  ",1,8.2,1.2,-1.5,7.478,0.721,9.7
"641","641  ",1.972,4.19,"0  ",0,"0  ","0  ","10  ",1,7.2,0.2,-2.5,7.478,-0.278,9.7
"641","641  ",1.788,5.325,"0  ",0,"0  ","0  ","10  ",1,7.4,0.4,-2.3,7.478,-0.079,9.7
"641","641  ",2.044,6.825,"0  ",0,"0  ","0  ","10  ",1,7.8,0.8,-1.9,7.478,0.322,9.7
"641","641  ",1.802,7.709,"0  ",0,"0  ","0  ","10  ",1,5.795,-1.205,-3.905,7.478,-1.684,9.7
"641","641  ",2.445,8.632,"0  ",0,"0  ","0  ","10  ",1,4.295,-2.705,-5.405,7.478,-3.184,9.7
"641","641  ",2.318,9.517,"0  ",0,"0  ","0  ","10  ",1,5.395,-1.605,-4.305,7.478,-2.083,9.7
"674","674  ",1.532,0.168,"0  ",0,"1  ","0  ","10  ",1,9.7,2.7,0,6.567,3.134,9.7
"674","674  ",1.668,0.482,"0  ",0,"1  ","0  ","10  ",1,10.9,3.9,1.2,6.567,4.333,9.7
"674","674  ",1.776,1.501,"0  ",0,"1  ","0  ","10  ",1,7.6,0.6,-2.1,6.567,1.033,9.7
"674","674  ",1.967,2.52,"0  ",0,"1  ","0  ","10  ",1,6.695,-0.305,-3.005,6.567,0.128,9.7
"674","674  ",2.123,3.56,"1  ",0,"1  ","0  ","10  ",1,5.795,-1.205,-3.905,6.567,-0.771,9.7
"674","674  ",1.794,4.695,"1  ",1.135,"1  ","0  ","10  ",1,5.395,-1.605,-4.305,6.567,-1.171,9.7
"674","674  ",2.04,5.983,"1  ",2.423,"1  ","0  ","10  ",1,5.595,-1.405,-4.105,6.567,-0.971,9.7
"674","674  ",1.815,6.593,"1  ",3.033,"1  ","0  ","10  ",1,4.295,-2.705,-5.405,6.567,-2.272,9.7
"674","674  ",1.813,7.603,"1  ",4.043,"1  ","0  ","10  ",1,4.295,-2.705,-5.405,6.567,-2.272,9.7
"674","674  ",1.785,8.565,"1  ",5.005,"1  ","0  ","10  ",1,5.395,-1.605,NA,6.567,-1.171,9.7
"675","675  ",1.488,0.563,"0  ",0,"1  ","0  ","8  ",-1,10.9,3.9,0,6.046,4.854,10.9
"675","675  ",1.502,1.203,"0  ",0,"1  ","0  ","8  ",-1,5.795,-1.205,-5.105,6.046,-0.251,10.9
"675","675  ",1.448,2.264,"0  ",0,"1  ","0  ","8  ",-1,5.395,-1.605,-5.505,6.046,-0.651,10.9
"675","675  ",2.075,3.224,"0  ",0,"1  ","0  ","8  ",-1,5.595,-1.405,-5.305,6.046,-0.451,10.9
"675","675  ",1.544,3.824,"0  ",0,"1  ","0  ","8  ",-1,4.295,-2.705,-6.605,6.046,-1.751,10.9
"675","675  ",2.022,4.564,"0  ",0,"1  ","0  ","8  ",-1,4.295,-2.705,-6.605,6.046,-1.751,10.9
"700","700  ",1.591,0.297,"0  ",0,"0  ","0  ","10  ",1,14.7,7.7,0,14.837,-0.137,14.7
"700","700  ",1.586,0.514,"0  ",0,"0  ","0  ","10  ",1,16.5,9.5,1.8,14.837,1.663,14.7
"700","700  ",1.532,1.146,"0  ",0,"0  ","0  ","10  ",1,23.705,16.705,9.005,14.837,8.868,14.7
"700","700  ",1.563,1.284,"0  ",0,"0  ","0  ","10  ",1,19.805,12.805,5.105,14.837,4.968,14.7
"700","700  ",1.455,2.096,"0  ",0,"0  ","0  ","10  ",1,12.7,5.7,-2,14.837,-2.137,14.7
"700","700  ",1.418,2.756,"0  ",0,"0  ","0  ","10  ",1,13.2,6.2,-1.5,14.837,-1.637,14.7
"700","700  ",1.383,3.411,"0  ",0,"0  ","0  ","10  ",1,10.2,3.2,-4.5,14.837,-4.637,14.7
"700","700  ",1.349,3.417,"0  ",0,"0  ","0  ","10  ",1,9.9,2.9,-4.8,14.837,-4.937,14.7
"700","700  ",1.602,3.461,"0  ",0,"0  ","0  ","10  ",1,15.6,8.6,0.9,14.837,0.763,14.7
"700","700  ",1.303,3.958,"0  ",0,"0  ","0  ","10  ",1,9.5,2.5,-5.2,14.837,-5.337,14.7
"700","700  ",1.57,3.976,"0  ",0,"0  ","0  ","10  ",1,17.4,NA,2.7,14.837,2.563,14.7
"714","714  ",0.753,0.765,"0  ",0,"0  ","0  ","8  ",-1,12.7,5.7,0,11.657,1.043,12.7
"714","714  ",1.418,1.665,"0  ",0,"0  ","0  ","8  ",-1,13.2,6.2,0.5,11.657,1.543,12.7
"714","714  ",1.433,1.905,"0  ",0,"0  ","0  ","8  ",-1,10.2,3.2,-2.5,11.657,-1.457,12.7
"714","714  ",1.526,2.95,"0  ",0,"0  ","0  ","8  ",-1,9.9,2.9,-2.8,11.657,-1.757,12.7
"714","714  ",1.22,5.181,"0  ",0,"0  ","0  ","8  ",-1,9.5,NA,-3.2,11.657,-2.157,12.7
"714","714  ",1.609,6.469,"0  ",0,"0  ","0  ","8  ",-1,8.7,1.7,-4,11.657,-2.957,12.7
"714","714  ",2.486,7.199,"0  ",0,"0  ","0  ","8  ",-1,17.4,10.4,4.7,11.657,5.743,12.7
"735","735  ",2.252,0.912,"1  ",0.912,"0  ","0  ","10  ",1,12,5,0,10.933,1.067,12
"735","735  ",1.476,1.182,"1  ",1.182,"0  ","0  ","10  ",1,13.4,6.4,1.4,10.933,2.467,12
"735","735  ",2.028,1.351,"1  ",1.351,"0  ","0  ","10  ",1,17.4,10.4,5.4,10.933,6.467,12
"735","735  ",1.482,2.351,"1  ",2.351,"0  ","0  ","10  ",1,17.1,10.1,5.1,10.933,6.167,12
"735","735  ",1.455,2.739,"1  ",2.739,"0  ","0  ","10  ",1,12.2,5.2,0.2,10.933,1.267,12
"735","735  ",4.304,3.435,"1  ",3.435,"0  ","0  ","10  ",1,9.4,2.4,-2.6,10.933,-1.533,12
"735","735  ",1.972,3.927,"1  ",3.927,"0  ","0  ","10  ",1,8.6,1.6,-3.4,10.933,-2.333,12
"735","735  ",2.442,5.042,"1  ",5.042,"0  ","0  ","10  ",1,8,1,-4,10.933,-2.933,12
"735","735  ",2.583,5.985,"1  ",5.985,"0  ","0  ","10  ",1,8.3,1.3,-3.7,10.933,-2.633,12
"735","735  ",2.13,6.762,"1  ",6.762,"0  ","0  ","10  ",1,6.795,-0.205,-5.205,10.933,-4.138,12
"735","735  ",2.398,7.532,"1  ",7.532,"0  ","0  ","10  ",1,7.3,0.3,-4.7,10.933,-3.633,12
"735","735  ",2.04,8.296,"1  ",8.296,"0  ","0  ","10  ",1,10.7,3.7,-1.3,10.933,-0.233,12
"737","737  ",2.128,1.5,"1  ",0,"0  ","0  ","8  ",-1,9.4,2.4,NA,10.5,-1.1,9.4
"737","737  ",3.342,2.399,"1  ",0.899,"0  ","0  ","8  ",-1,9.7,2.7,0.3,10.5,-0.8,9.4
"737","737  ",1.668,3.534,"1  ",2.034,"0  ","0  ","8  ",-1,14.8,7.8,5.4,10.5,4.3,9.4
"737","737  ",2.366,4.284,"1  ",2.784,"0  ","0  ","8  ",-1,13.6,6.6,4.2,10.5,3.1,9.4
"737","737  ",1.947,5.784,"1  ",4.284,"0  ","0  ","8  ",-1,7.5,0.5,-1.9,10.5,-3,9.4
"737","737  ",1.57,6.659,"1  ",5.159,"0  ","0  ","8  ",-1,8,1,NA,10.5,-2.5,9.4
"741","741  ",1.59,0.928,"0  ",0,"0  ","0  ","11  ",2,23.705,16.705,0,13.163,10.542,23.705
"741","741  ",1.942,2.839,"1  ",1.019,"0  ","0  ","11  ",2,12.7,5.7,-11.005,13.163,-0.463,23.705
"741","741  ",1.693,3.839,"1  ",2.019,"0  ","0  ","11  ",2,13.2,6.2,-10.505,13.163,0.037,23.705
"741","741  ",1.955,5.108,"1  ",3.288,"0  ","0  ","11  ",2,10.2,3.2,-13.505,13.163,-2.963,23.705
"741","741  ",1.526,6.147,"1  ",4.327,"0  ","0  ","11  ",2,9.9,2.9,-13.805,13.163,-3.263,23.705
"741","741  ",1.947,8.028,"1  ",6.208,"0  ","0  ","11  ",2,9.5,2.5,-14.205,13.163,-3.663,23.705
"741","741  ",1.719,9.22,"1  ",7.4,"0  ","0  ","11  ",2,8.7,1.7,-15.005,13.163,-4.463,23.705
"741","741  ",1.57,9.64,"1  ",7.82,"0  ","0  ","11  ",2,17.4,10.4,-6.305,13.163,4.237,23.705
"767","767  ",1.701,0.173,"0  ",0,"0  ","0  ","9  ",0,5.595,-1.405,0,9.532,-3.937,5.595
"767","767  ",1.598,0.892,"0  ",0,"0  ","0  ","9  ",0,9,2,3.405,9.532,-0.532,5.595
"767","767  ",1.71,1.452,"0  ",0,"0  ","0  ","9  ",0,14.1,7.1,8.505,9.532,4.568,5.595
"767","767  ",1.736,1.732,"0  ",0,"0  ","0  ","9  ",0,17.8,10.8,12.205,9.532,8.268,5.595
"767","767  ",1.265,2.292,"0  ",0,"0  ","0  ","9  ",0,13.9,6.9,8.305,9.532,4.368,5.595
"767","767  ",1.684,2.712,"0  ",0,"0  ","0  ","9  ",0,14.2,7.2,8.605,9.532,4.668,5.595
"767","767  ",1.566,3.382,"0  ",0,"0  ","0  ","9  ",0,8,1,2.405,9.532,-1.532,5.595
"767","767  ",1.749,4.497,"0  ",0,"0  ","0  ","9  ",0,7.1,0.1,1.505,9.532,-2.432,5.595
